小台町,35.758734,139.762151,豊島橋,35.76439,139.757315,780,1,35.762467,139.758276,,,98,778,2.0506038520290293
東京海洋大学越中島校舎前,35.66722,139.793349,豊洲一丁目,35.659894,139.793222,1150,1,35.664956,139.796363,,,99,1152,1.3599853204888632
辰巳三丁目,35.642,139.812377,国際展示場駅入口,35.633578,139.793947,2650,1,35.640872,139.804246,,,100,2676,2.8432198186348017
早大正門,35.70868,139.721697,西早稲田,35.709477,139.715814,1000,1,35.706966,139.718302,,,101,996,0.15122417383387174
九段三丁目,35.692861,139.742611,市ヶ谷駅前,35.691183,139.736895,560,1,35.6922,139.740389,,,102,547,0.7013079921651404
南池袋三丁目,35.725907,139.711443,池袋駅東口,35.729091,139.71202,350,0,,,35.737093,139.660611,103,355,nan
鬼子母神前,35.71821,139.714812,目白駅前,35.721598,139.706585,850,1,35.719874,139.711001,,,104,836,0.6482859348949117
新宿コズミックセンター前,35.703829,139.708625,東新宿駅前,35.697224,139.707475,720,1,35.701422,139.708182,,,105,700,nan
都立新宿山吹高校前,35.707243,139.728197,牛込保健センター前,35.703769,139.726754,520,1,35.705721,139.727198,,,106,518,-0.2417707236689573
九段下,35.695386,139.752404,九段三丁目,35.692861,139.742611,950,1,35.693986,139.745767,,,107,938,0.3091913676454342
国際展示場駅入口,35.633578,139.793947,がん研有明病院前,35.633504,139.794422,640,1,35.633715,139.791484,,,108,692,nan
一之江五丁目,35.690635,139.878347,春江町四丁目,35.683058,139.875011,950,1,35.687561,139.877417,,,109,948,nan
牛込柳町駅前,35.700568,139.726603,市谷仲之町交差点,35.694906,139.724901,640,1,35.696107,139.725215,,,110,651,0.30309313116698744
千駄ヶ谷五丁目,35.687013,139.703147,千駄ヶ谷小学校前,35.675218,139.706851,1400,1,35.679337,139.7049,,,111,1382,1.2234740204864558
目白警察署前,35.720035,139.710851,高田一丁目,35.717361,139.717037,640,1,35.717988,139.715656,,,112,633,1.196660185436128
江原町中野通り,35.729144,139.677992,新江古田駅前,35.73358,139.671156,900,1,35.731044,139.674053,,,113,923,1.2697406262943942
榎町特別出張所前,35.706259,139.726973,山吹町,35.707805,139.731254,580,1,35.70742,139.728631,,,114,576,0.030916424445530732
池袋駅東口,35.729601,139.712898,南池袋一丁目,35.723651,139.711705,760,1,35.725926,139.711637,,,115,615,nan
目白台三丁目,35.715206,139.724495,江戸川橋,35.71147,139.731375,810,1,35.713856,139.726049,,,116,829,0.6998957040729092
早大理工前,35.7064,139.708728,高田馬場二丁目,35.712013,139.710071,640,1,35.709029,139.709169,,,117,636,0.1578677686040836
桜木土手上,35.754977,139.778969,千住桜木,35.756047,139.789575,1000,1,35.755437,139.783755,,,118,974,2.7667353130395456
王子三丁目,35.758386,139.737592,王子駅前,35.753371,139.737646,580,1,35.755723,139.737378,,,119,573,-0.7366045407604161
